Location_City,Location_District,Listing_Date,Square_Footage,Bedrooms,Bathrooms,Year_Built,Build_Quality_Rating,Market_Trend_Index,Sale_Price_GBP,Agent_Commission_Percentage,Days_On_Market,Revenue_GBP_Monthly,Listing_Year,Listing_Month,Days_Since_Listed,Log_Sale_Price,Property_Age,Property_Type_FreqEnc,Transaction_Type_FreqEnc,Revenue_Activity_FreqEnc
2,6,2020-04-20,2521,4,4,1976,4,0.92,1232100.23,2.12,78,2176.71,2020,4,1955,14.024231586907854,44,0.3285,0.6942,0.6942
0,15,2018-03-03,3771,2,2,1986,9,0.98,2532589.4,1.72,142,62396.1,2018,3,2734,14.744753210420505,32,0.3341,0.3058,0.1044
1,7,2025-01-02,1058,2,2,1988,8,1.08,688616.68,1.34,96,768.96,2025,1,237,13.44244150484014,37,0.3285,0.6942,0.6942
2,3,2018-04-22,3957,2,2,1997,1,0.98,1846962.12,2.63,19,4047.93,2018,4,2684,14.429053291467135,21,0.3374,0.6942,0.6942
0,1,2021-07-08,2807,2,1,2012,10,1.14,1860717.52,1.07,72,52035.72,2021,7,1511,14.436473272169602,9,0.3374,0.3058,0.1044
2,6,2024-12-26,1029,2,2,2011,6,1.11,544200.41,2.56,89,1160.96,2024,12,244,13.207074696287133,13,0.3285,0.6942,0.6942
1,14,2019-10-27,987,4,1,1952,4,1.02,712089.82,1.35,160,801.1,2019,10,2131,13.47596073843929,67,0.3374,0.6942,0.6942
1,28,2019-05-27,2713,1,1,2010,1,0.98,1449183.02,1.08,94,1304.26,2019,5,2284,14.186511211168872,9,0.3374,0.6942,0.6942
1,23,2024-04-12,2587,2,1,2017,3,1.1,1381951.4,1.9,48,45370.95,2024,4,502,14.139007839880115,7,0.3374,0.3058,0.1019
2,27,2022-03-02,3166,4,4,1981,7,1.13,2300337.59,2.96,128,5674.17,2022,3,1274,14.64856688310808,41,0.3285,0.6942,0.6942
1,2,2024-01-08,1975,4,4,1971,7,1.09,960060.42,1.94,177,1552.1,2024,1,597,13.774752540564107,53,0.3285,0.6942,0.6942
2,26,2022-08-02,1226,4,2,1994,3,1.14,625355.41,1.77,93,922.4,2022,8,1121,13.346077022184373,28,0.3374,0.6942,0.6942
2,24,2022-04-08,2758,4,1,1956,6,1.05,1828571.81,1.46,47,2224.76,2022,4,1237,14.419046335302998,66,0.3374,0.6942,0.6942
2,27,2020-04-22,2196,2,2,1962,7,0.87,1079409.68,2.03,72,71755.48,2020,4,1953,13.8919257835035,58,0.3285,0.3058,0.1019
0,18,2024-07-26,3077,5,1,1999,10,1.11,2692142.63,2.24,72,5025.33,2024,7,397,14.805848322706819,25,0.3285,0.6942,0.6942
0,18,2021-02-03,1468,2,2,1954,6,0.92,742857.58,2.53,96,1566.19,2021,2,1666,13.518260969109855,67,0.3341,0.6942,0.6942
1,12,2024-08-30,668,4,2,2003,9,1.05,404317.42,2.01,89,677.23,2024,8,362,12.90995801481858,21,0.3285,0.6942,0.6942
0,21,2022-09-12,1949,5,3,2002,8,1.08,1813971.12,2.46,168,3718.64,2022,9,1080,14.411029540189606,20,0.3341,0.6942,0.6942
2,16,2023-11-20,3965,4,3,2000,9,1.14,2701205.02,2.16,126,4862.17,2023,11,646,14.809208905319464,23,0.3341,0.6942,0.6942
2,6,2023-06-13,3909,3,1,2016,9,1.06,2684185.06,1.84,106,151102.5,2023,6,806,14.802888096578657,7,0.3341,0.3058,0.0995
2,16,2021-10-16,2493,1,1,1963,7,1.14,1784496.6,2.94,48,86325.17,2021,10,1411,14.394647476996905,58,0.3341,0.3058,0.1044
2,9,2024-06-02,3937,2,2,1998,3,1.12,2708107.87,2.41,66,5438.78,2024,6,451,14.8117611153081,26,0.3374,0.6942,0.6942
0,1,2022-05-08,2734,5,4,1979,5,1.15,2328300.43,2.74,171,5316.29,2022,5,1207,14.660649559692173,43,0.3374,0.6942,0.6942
0,18,2024-09-23,3678,5,2,1975,5,1.06,2549398.84,2.88,61,138351.85,2024,9,338,14.75136853257109,49,0.3374,0.3058,0.0995
0,11,2021-01-20,1874,1,1,1959,8,0.93,802337.33,2.78,139,44490.79,2021,1,1680,13.595285655747006,62,0.3341,0.3058,0.0995
2,16,2025-06-12,2208,3,2,2020,8,1.06,1648992.09,2.09,88,2871.99,2025,6,76,14.31567541111452,5,0.3285,0.6942,0.6942
1,23,2021-07-16,1969,3,3,1960,2,1.1,773273.67,1.5,144,966.59,2021,7,1503,13.558389594338417,61,0.3341,0.6942,0.6942
2,24,2019-06-15,3041,5,3,2017,9,1.0,2636245.92,1.62,12,3558.93,2019,6,2265,14.784866842448217,2,0.3341,0.6942,0.6942
0,20,2025-03-20,1395,1,1,2002,4,1.13,792393.45,1.9,57,1254.62,2025,3,160,13.58281458974364,23,0.3341,0.6942,0.6942
1,2,2021-10-08,3518,5,3,2002,1,1.14,2327023.3,2.44,162,109088.22,2021,10,1419,14.6601008848599,19,0.3285,0.3058,0.1019
2,6,2020-05-22,3791,4,1,1985,7,0.94,1919199.82,1.31,84,2095.13,2020,5,1923,14.46741941776889,35,0.3374,0.6942,0.6942
2,16,2020-03-02,1945,5,3,1969,8,0.94,1089795.46,1.4,41,1271.43,2020,3,2004,13.901501502823418,51,0.3285,0.6942,0.6942
2,27,2018-06-19,2921,1,1,1981,5,1.01,1052074.67,1.77,112,76967.2,2018,6,2626,13.866275599350773,37,0.3374,0.3058,0.1019
1,12,2021-11-27,2202,2,1,1980,8,1.08,1617936.33,1.78,160,2399.94,2021,11,1369,14.296662642846723,41,0.3341,0.6942,0.6942
1,17,2020-01-17,3054,4,1,2019,10,0.99,2926068.24,1.13,125,52185.05,2020,1,2049,14.889170523986943,1,0.3285,0.3058,0.0995
2,24,2024-12-22,3784,1,1,1973,10,1.12,2444472.86,1.69,37,3442.63,2024,12,248,14.70934046755033,51,0.3285,0.6942,0.6942
2,3,2022-05-19,3440,5,5,2003,5,1.05,2416555.13,2.78,40,5598.35,2022,5,1196,14.697853997806329,19,0.3285,0.6942,0.6942
1,13,2022-03-04,3607,3,1,1991,5,1.09,2628902.9,2.32,158,56873.55,2022,3,1272,14.782077549221164,31,0.3341,0.3058,0.1044
2,6,2024-02-24,3703,5,2,2021,6,1.09,1990276.68,2.48,109,4113.24,2024,2,550,14.50378472465464,3,0.3341,0.6942,0.6942
2,24,2022-10-16,2912,5,4,1997,6,1.1,2426215.6,2.44,75,4933.31,2022,10,1046,14.701843647270655,25,0.3341,0.6942,0.6942
1,10,2023-10-06,2362,2,1,1983,9,1.15,1379814.64,1.4,20,1609.78,2023,10,691,14.13746045400599,40,0.3285,0.6942,0.6942
2,6,2025-04-12,1831,5,5,1990,9,1.05,1841998.87,2.37,94,3637.95,2025,4,137,14.426362425221924,35,0.3285,0.6942,0.6942
2,27,2025-04-17,1174,3,2,2010,3,1.06,435971.01,1.62,16,36851.64,2025,4,132,12.985333323022733,15,0.3374,0.3058,0.0995
0,15,2023-03-22,2831,4,4,2007,3,1.12,1806093.71,2.2,13,68973.13,2023,3,889,14.406677453444507,16,0.3374,0.3058,0.1044
1,7,2022-03-13,3569,5,1,1965,8,1.07,2365080.33,2.78,161,113461.58,2022,3,1263,14.676322968323225,57,0.3341,0.3058,0.1019
1,22,2018-06-21,1992,2,2,1968,6,1.0,1428924.01,2.88,87,3429.42,2018,6,2624,14.172432978278202,50,0.3374,0.6942,0.6942
1,28,2022-04-27,3671,3,3,2009,3,1.07,2181693.53,2.13,44,3872.51,2022,4,1218,14.595612440157831,13,0.3341,0.6942,0.6942
1,10,2021-11-01,3050,2,1,1995,7,1.13,2159672.63,1.04,93,1871.72,2021,11,1395,14.58546767102179,26,0.3341,0.6942,0.6942
1,17,2022-08-17,2320,4,2,1996,8,1.08,1948766.22,2.31,74,56678.56,2022,8,1106,14.482707535748693,26,0.3374,0.3058,0.0995
2,6,2021-08-18,1488,4,4,1959,10,1.15,1336462.86,2.14,130,28135.88,2021,8,1470,14.10553777341735,62,0.3341,0.3058,0.1044
2,27,2020-03-24,3841,3,2,2009,4,0.87,1817484.69,1.97,159,2983.7,2020,3,1982,14.41296461490627,11,0.3374,0.6942,0.6942
2,27,2020-08-18,3739,3,3,1981,4,0.94,1763928.86,2.51,18,3689.55,2020,8,1835,14.383054752853587,39,0.3285,0.6942,0.6942
2,16,2019-04-19,2005,2,2,2006,7,1.0,778053.11,2.83,135,1834.91,2019,4,2322,13.564551350870566,13,0.3285,0.6942,0.6942
0,20,2021-01-08,3749,1,1,1991,9,0.94,1959177.65,1.99,152,113335.57,2021,1,1692,14.488035887255696,30,0.3374,0.3058,0.1019
2,9,2020-01-27,2034,2,2,2020,6,1.02,1095736.6,1.34,32,1223.57,2020,1,2039,13.906938301767104,0,0.3341,0.6942,0.6942
1,7,2021-07-21,562,2,1,1979,4,1.13,351413.37,2.99,7,12562.95,2021,7,1498,12.769721347467598,42,0.3285,0.3058,0.1044
2,26,2021-01-22,1651,4,2,1953,7,0.93,1053303.85,1.35,148,1184.97,2021,1,1678,13.867443255390127,68,0.3374,0.6942,0.6942
1,0,2022-09-28,3765,1,1,2015,8,1.07,1428092.72,1.93,69,2296.85,2022,9,1064,14.171851049980196,7,0.3374,0.6942,0.6942
1,2,2018-07-08,1832,5,3,1977,2,0.99,763899.25,2.76,55,1756.97,2018,7,2607,13.546192496797364,41,0.3374,0.6942,0.6942
0,25,2020-03-04,2747,2,1,1982,6,0.93,1946455.37,1.69,175,70562.41,2020,3,2002,14.481521031191146,38,0.3374,0.3058,0.0995
1,7,2023-09-17,2957,3,2,1993,2,1.05,1206664.56,2.33,118,61762.84,2023,9,710,14.003371378006351,30,0.3285,0.3058,0.0995
2,26,2022-08-16,3961,4,1,1952,3,1.06,2092183.26,2.08,51,3626.45,2022,8,1107,14.553719178682158,70,0.3374,0.6942,0.6942
1,7,2021-06-02,2979,1,1,2021,3,0.89,1166591.91,1.65,161,1604.06,2021,6,1547,13.969598015793064,0,0.3341,0.6942,0.6942
1,17,2020-06-17,3034,2,1,1966,4,0.91,2345677.88,2.13,166,4163.58,2020,6,1897,14.668085419031268,54,0.3374,0.6942,0.6942
1,22,2019-06-11,2231,1,1,2004,5,1.01,1189986.51,1.13,77,1120.57,2019,6,2269,13.989453369234312,15,0.3374,0.6942,0.6942
1,23,2022-12-23,1052,5,3,2016,4,1.1,599997.7,1.1,120,550.0,2022,12,978,13.30468276752927,6,0.3285,0.6942,0.6942
1,2,2024-08-01,3452,1,1,2015,4,1.12,1948751.55,2.3,174,3735.11,2024,8,391,14.482700007884377,9,0.3285,0.6942,0.6942
2,26,2025-04-03,3937,3,2,1967,6,1.1,2173684.01,2.26,16,4093.77,2025,4,146,14.591934446561362,58,0.3341,0.6942,0.6942
2,3,2023-04-05,2165,1,1,1970,4,1.14,1228506.75,1.82,14,1863.24,2023,4,875,14.02131077942978,53,0.3374,0.6942,0.6942
0,1,2020-01-23,3591,1,1,2009,10,1.02,1740408.87,1.77,31,2567.1,2020,1,2043,14.36963120092267,11,0.3374,0.6942,0.6942
0,18,2024-12-16,1738,1,1,1976,1,1.14,870952.93,1.59,135,67468.38,2024,12,254,13.677344361209567,48,0.3374,0.3058,0.1019
2,3,2020-02-29,611,1,1,1975,2,0.98,292797.08,2.1,55,21859.56,2020,2,2006,12.587238503670745,45,0.3374,0.3058,0.0995
2,24,2025-03-21,1593,1,1,1968,10,1.08,1197467.0,2.92,118,2913.84,2025,3,159,13.995719885571955,57,0.3374,0.6942,0.6942
2,16,2020-03-26,2628,4,3,2015,7,0.94,1055970.15,1.71,155,1504.76,2020,3,1980,13.869971422799386,5,0.3374,0.6942,0.6942
2,27,2024-06-19,3674,2,1,1967,5,1.12,2299690.93,2.09,122,4005.3,2024,6,434,14.648285728449888,57,0.3374,0.6942,0.6942
1,28,2023-04-01,2703,1,1,1968,4,1.09,1211705.56,1.45,155,1464.14,2023,4,879,14.007540304086282,55,0.3374,0.6942,0.6942
1,5,2021-11-25,2740,2,2,1994,4,1.07,965179.62,2.77,57,86349.33,2021,11,1371,13.780070533791276,27,0.3341,0.3058,0.0995
0,11,2025-06-13,2319,3,1,2008,5,1.1,1090308.46,1.33,29,1208.43,2025,6,75,13.901972122167884,17,0.3341,0.6942,0.6942
0,25,2022-08-16,3067,5,4,1965,10,1.14,3245491.86,2.58,41,102575.43,2022,8,1107,14.992777779484053,57,0.3285,0.3058,0.1019
0,18,2020-12-26,1543,2,2,1983,2,0.91,530718.17,2.77,22,1225.07,2020,12,1705,13.181988290266482,37,0.3285,0.6942,0.6942
1,22,2023-04-10,955,4,2,2023,3,1.09,482745.66,1.94,86,780.44,2023,4,870,13.08724728157185,0,0.3374,0.6942,0.6942
1,22,2024-07-11,1847,3,1,1960,3,1.12,878463.42,1.86,126,50991.94,2024,7,412,13.685930684935379,64,0.3341,0.3058,0.1044
0,25,2022-12-29,1364,1,1,2016,9,1.07,534100.13,2.38,83,39020.66,2022,12,972,13.188340482034292,6,0.3285,0.3058,0.0995
1,8,2020-05-01,2806,3,2,1995,6,0.92,1398829.07,1.11,126,1293.92,2020,5,1944,14.151146780937728,25,0.3341,0.6942,0.6942
2,6,2024-06-14,581,1,1,1991,4,1.08,291391.5,1.75,144,424.95,2024,6,439,12.582426434594586,33,0.3285,0.6942,0.6942
2,16,2024-03-31,2673,4,1,1982,5,1.13,1170626.28,1.79,172,1746.18,2024,3,514,13.973050299856116,42,0.3285,0.6942,0.6942
0,21,2022-02-15,3875,1,1,2015,3,1.13,2065983.52,2.27,147,3908.15,2022,2,1289,14.541117435894057,7,0.3374,0.6942,0.6942
0,1,2022-08-30,1636,4,1,1954,7,1.07,750932.88,1.85,79,1157.69,2022,8,1093,13.52907288426044,68,0.3341,0.6942,0.6942
2,6,2022-10-26,1069,5,3,2000,7,1.11,860959.86,1.63,152,40552.05,2022,10,1036,13.665804323607713,22,0.3374,0.3058,0.1044
2,26,2021-10-02,906,4,2,1980,2,1.1,359474.4,2.38,163,712.96,2021,10,1425,12.792401025429172,41,0.3341,0.6942,0.6942
1,0,2021-08-18,2643,5,2,1974,10,1.06,2363864.64,1.27,152,2501.76,2021,8,1470,14.675808820021501,47,0.3285,0.6942,0.6942
1,7,2019-03-07,1690,1,1,1969,8,0.99,1193798.27,2.63,70,2616.41,2019,3,2365,13.992651443223787,50,0.3374,0.6942,0.6942
2,3,2025-05-03,3404,5,5,1981,8,1.14,3608637.92,1.49,82,4480.73,2025,5,116,15.098841228744291,44,0.3285,0.6942,0.6942
2,6,2020-01-02,2411,1,1,2016,6,0.98,1369170.02,1.98,84,2259.13,2020,1,2064,14.129716019770001,4,0.3374,0.6942,0.6942
2,6,2022-08-17,3214,1,1,1999,10,1.09,1926553.74,2.01,60,3226.98,2022,8,1106,14.471243856867357,23,0.3374,0.6942,0.6942
2,24,2020-08-31,1670,2,2,1989,10,0.93,601585.83,2.96,129,1483.91,2020,8,1822,13.307326159755801,31,0.3285,0.6942,0.6942
1,22,2023-03-07,2439,2,1,2019,6,1.13,1784009.67,1.14,143,1694.81,2023,3,904,14.39437457304591,4,0.3374,0.6942,0.6942
2,3,2020-02-02,2805,4,4,1973,10,0.99,2199496.78,2.1,109,58901.26,2020,2,2033,14.603739610450102,47,0.3374,0.3058,0.1044
1,23,2025-01-02,3668,1,1,2023,5,1.14,2389829.18,1.78,97,3544.91,2025,1,237,14.686732866989905,2,0.3374,0.6942,0.6942
0,25,2024-11-17,917,5,2,1981,3,1.09,517460.68,2.0,171,33766.85,2024,11,283,13.156690753070771,43,0.3341,0.3058,0.0995
2,27,2022-02-04,1303,1,1,1972,7,1.13,923681.62,1.41,161,1085.33,2022,2,1300,13.736123806770903,50,0.3374,0.6942,0.6942
2,27,2025-04-06,1421,5,4,1957,4,1.13,893808.9,2.23,26,1660.99,2025,4,143,13.70324839172357,68,0.3285,0.6942,0.6942
2,6,2022-09-11,1040,4,2,2008,6,1.09,581722.11,2.57,111,1245.85,2022,9,1081,13.27374985749203,14,0.3341,0.6942,0.6942
2,3,2024-10-06,1315,5,4,1995,6,1.14,914759.54,2.27,115,1730.42,2024,10,325,13.726417605088917,29,0.3285,0.6942,0.6942
0,25,2019-11-20,2844,5,1,1972,9,1.02,2175553.06,1.86,10,3372.11,2019,11,2107,14.592793930294023,47,0.3341,0.6942,0.6942
0,20,2021-02-09,1532,5,4,1979,3,0.94,669516.92,2.73,103,1523.15,2021,2,1660,13.41431320999862,42,0.3374,0.6942,0.6942
2,9,2024-09-02,3196,3,3,2014,10,1.06,2801441.2,2.29,25,5346.08,2024,9,359,14.845644913970247,10,0.3285,0.6942,0.6942
2,3,2018-05-07,1366,3,1,1963,6,1.02,530666.15,1.82,159,804.84,2018,5,2669,13.181890267521961,55,0.3374,0.6942,0.6942
0,25,2021-01-25,916,4,2,1999,3,0.91,487562.98,2.07,84,841.05,2021,1,1675,13.09717680183433,22,0.3374,0.6942,0.6942
1,12,2018-04-15,2005,2,1,2009,6,1.0,1292489.78,1.7,76,1831.03,2018,4,2691,14.072081751876995,9,0.3374,0.6942,0.6942
2,16,2024-01-17,1206,3,2,1967,7,1.14,633725.43,2.46,128,35001.14,2024,1,588,13.359372641874417,57,0.3374,0.3058,0.1044
0,18,2022-10-22,3021,2,2,1951,7,1.13,2121866.67,1.97,68,3483.4,2022,10,1040,14.567807235231331,71,0.3285,0.6942,0.6942
0,21,2024-03-22,1368,5,2,1987,8,1.1,1234562.81,2.39,11,2458.84,2024,3,523,14.026228275374436,37,0.3341,0.6942,0.6942
2,24,2023-01-11,1747,2,1,2020,6,1.06,844312.81,2.7,77,31378.26,2023,1,959,13.646279517269054,3,0.3341,0.3058,0.0995
1,13,2018-06-05,3681,1,1,1960,9,1.02,1804135.25,1.92,23,61633.0,2018,6,2640,14.405592503360253,58,0.3341,0.3058,0.0995
1,17,2025-01-19,2639,3,1,1954,1,1.13,2630183.65,1.73,38,3791.85,2025,1,220,14.782564610814877,71,0.3341,0.6942,0.6942
1,19,2020-12-13,3383,3,2,2017,2,0.93,1477500.6,2.06,73,2536.38,2020,12,1718,14.205863111172125,3,0.3341,0.6942,0.6942
1,23,2020-07-07,2068,1,1,1960,2,0.94,1213154.88,1.02,10,33227.16,2020,7,1877,14.008735687501584,60,0.3285,0.3058,0.1044
1,23,2019-08-04,3650,4,2,1984,4,0.99,2731211.9,2.78,112,6327.31,2019,8,2215,14.820256354209754,35,0.3341,0.6942,0.6942
1,8,2021-05-23,803,2,1,1982,6,0.86,362033.22,1.34,86,16146.49,2021,5,1557,12.799494016726934,39,0.3374,0.3058,0.0995
1,8,2019-05-08,1979,5,1,1953,1,1.01,1019575.63,2.67,43,2268.56,2019,5,2303,13.834898030468176,66,0.3341,0.6942,0.6942
1,23,2022-11-26,1382,4,1,2000,7,1.07,642747.18,1.44,14,771.3,2022,11,1005,13.373508293541086,22,0.3285,0.6942,0.6942
2,26,2020-05-09,1152,1,1,1992,1,0.91,626356.53,2.74,57,39119.28,2020,5,1936,13.347676621232484,28,0.3374,0.3058,0.0995
1,19,2019-09-21,3919,3,3,2001,4,0.98,1609137.66,2.04,68,2735.53,2019,9,2167,14.291209600011587,18,0.3285,0.6942,0.6942
0,25,2024-11-22,3255,2,1,1995,7,1.11,1729086.14,2.01,146,2896.22,2024,11,278,14.363104162470046,29,0.3285,0.6942,0.6942
2,26,2019-09-21,1717,3,2,2003,10,1.0,1293906.82,2.73,112,2943.64,2019,9,2167,14.073177515029501,16,0.3285,0.6942,0.6942
1,12,2020-05-12,1658,2,2,1957,9,0.94,992240.26,2.72,67,2249.08,2020,5,1933,13.807721562342472,63,0.3374,0.6942,0.6942
0,18,2025-01-22,3874,4,2,2011,5,1.09,3082165.51,1.64,169,4212.29,2025,1,217,14.941143320008914,14,0.3341,0.6942,0.6942
0,25,2024-10-18,730,3,1,1977,9,1.08,501399.79,1.55,116,647.64,2024,10,313,13.125161040293442,47,0.3341,0.6942,0.6942
0,20,2024-04-18,761,2,1,2010,5,1.06,524034.93,2.69,58,22390.65,2024,4,496,13.169315529654742,14,0.3374,0.3058,0.1019
1,13,2021-10-07,877,5,5,1956,6,1.15,724760.63,2.59,123,1564.28,2021,10,1420,13.493598093567881,65,0.3285,0.6942,0.6942
1,2,2024-08-24,2452,5,2,2019,2,1.1,1124546.63,2.4,123,67541.88,2024,8,368,13.932891406087426,5,0.3374,0.3058,0.1044
0,20,2023-10-10,1762,3,2,2023,10,1.09,905284.34,2.44,78,1840.74,2023,10,687,13.716005465805408,0,0.3285,0.6942,0.6942
1,14,2018-10-25,2809,3,3,1980,10,0.99,3231705.0,1.17,175,49697.78,2018,10,2498,14.98852072913899,38,0.3374,0.3058,0.1019
1,8,2022-06-17,3921,4,4,2021,1,1.13,3067890.89,1.15,111,97760.7,2022,6,1167,14.936501202908387,1,0.3285,0.3058,0.0995
1,0,2023-11-11,1094,4,2,1990,10,1.06,778832.78,2.1,162,1362.96,2023,11,655,13.565552925961727,33,0.3374,0.6942,0.6942
1,14,2023-05-07,2791,3,3,2022,7,1.07,2128856.67,2.99,73,5304.4,2023,5,843,14.571096088658235,1,0.3374,0.6942,0.6942
0,25,2023-05-27,542,1,1,1964,5,1.1,356506.87,2.27,171,674.39,2023,5,823,12.784111594329147,59,0.3374,0.6942,0.6942
0,21,2024-09-12,3854,4,2,1974,8,1.13,2745242.24,1.76,128,127662.35,2024,9,349,14.825380241021813,50,0.3374,0.3058,0.1019
2,24,2024-03-09,1835,5,1,2019,8,1.13,1199857.76,1.05,38,43205.5,2024,3,536,13.99771440783104,5,0.3285,0.3058,0.0995
0,25,2018-03-24,3886,1,1,2017,4,1.0,1884840.72,1.76,130,107695.22,2018,3,2713,14.449354407168963,1,0.3341,0.3058,0.1019
2,3,2023-02-26,1089,5,3,2007,10,1.05,788314.45,2.85,22,1872.25,2023,2,913,13.577653605993323,16,0.3341,0.6942,0.6942
2,9,2020-06-17,2556,5,4,2012,1,0.88,1113462.69,2.17,72,2013.51,2020,6,1897,13.922986156256993,8,0.3285,0.6942,0.6942
1,28,2023-11-19,2104,2,1,1987,10,1.14,1141922.28,2.18,48,46118.88,2023,11,647,13.9482244865561,36,0.3374,0.3058,0.1044
1,0,2022-07-23,891,1,1,2001,10,1.09,637686.78,1.9,33,1009.67,2022,7,1131,13.365604069504109,21,0.3341,0.6942,0.6942
0,21,2022-12-22,1417,4,4,1968,8,1.05,669809.6,1.67,122,932.15,2022,12,979,13.414750264836606,54,0.3374,0.6942,0.6942
2,3,2023-05-06,3186,4,4,2009,3,1.08,2627044.37,1.74,75,3809.21,2023,5,844,14.781370339169474,14,0.3285,0.6942,0.6942
0,1,2018-11-12,1079,5,1,1957,2,1.02,748870.74,2.69,99,1678.72,2018,11,2480,13.52632300618029,61,0.3374,0.6942,0.6942
0,25,2019-04-15,3854,4,3,1989,10,0.99,2900493.42,1.17,80,150138.73,2019,4,2326,14.880391770080164,30,0.3341,0.3058,0.1044
1,23,2018-03-22,1331,4,2,1969,1,0.99,856692.17,2.0,116,1427.82,2018,3,2715,13.660835105467921,49,0.3285,0.6942,0.6942
0,15,2020-01-27,2238,1,1,1951,9,1.02,1537180.66,2.21,107,2830.97,2020,1,2039,14.245461206818412,69,0.3374,0.6942,0.6942
0,1,2019-04-18,2518,5,5,1993,4,0.99,1608529.16,2.0,161,2680.88,2019,4,2323,14.290831375873992,26,0.3285,0.6942,0.6942
2,6,2025-03-19,1281,4,2,2009,10,1.11,965295.76,1.09,15,40634.88,2025,3,161,13.780190856361582,16,0.3341,0.3058,0.0995
1,22,2023-05-23,2004,2,2,1984,10,1.1,1434863.37,2.0,121,2391.44,2023,5,827,14.176580887029528,39,0.3285,0.6942,0.6942
2,27,2024-03-27,3847,5,1,2016,3,1.13,1869710.59,2.75,179,4284.75,2024,3,518,14.441294746989584,8,0.3374,0.6942,0.6942
1,0,2025-05-26,2525,4,2,2002,6,1.08,1879275.64,1.39,98,2176.83,2025,5,93,14.446397494807272,23,0.3285,0.6942,0.6942
0,1,2021-12-04,3240,1,1,1952,4,1.12,1635597.87,2.94,73,122352.59,2021,12,1362,14.307519576594421,69,0.3285,0.3058,0.1019
2,16,2018-02-14,1449,3,3,2008,3,1.02,917051.83,2.82,78,31657.17,2018,2,2751,13.728920361356643,10,0.3285,0.3058,0.1019
0,18,2020-11-17,1489,4,2,2008,5,0.9,932718.44,2.48,139,56682.69,2020,11,1744,13.745859727212448,12,0.3374,0.3058,0.1044
1,12,2019-06-21,2894,2,1,1955,9,1.01,1566633.87,1.97,71,2571.89,2019,6,2259,14.264440482061534,64,0.3374,0.6942,0.6942
1,0,2018-08-23,1145,3,1,1975,10,1.01,722373.32,1.75,88,1053.46,2018,8,2561,13.490298732280303,43,0.3285,0.6942,0.6942
2,3,2024-02-07,2591,5,5,2004,1,1.08,1438813.18,1.16,113,1390.85,2024,2,567,14.179329846190127,20,0.3341,0.6942,0.6942
1,23,2025-03-20,3026,3,3,2008,6,1.08,2650286.42,2.91,33,6426.94,2025,3,160,14.790178652458362,17,0.3285,0.6942,0.6942
0,20,2023-02-12,3023,2,2,1951,7,1.08,1266021.1,1.66,40,93003.0,2023,2,927,14.051390338089977,72,0.3374,0.3058,0.1044
1,5,2025-04-21,1448,1,1,1990,2,1.06,678258.75,1.74,71,983.48,2025,4,128,13.427285605648228,35,0.3374,0.6942,0.6942
2,3,2020-07-07,2525,1,1,2007,9,0.9,816570.81,2.31,43,1571.9,2020,7,1877,13.61287013608634,13,0.3374,0.6942,0.6942
1,28,2025-04-07,2872,2,2,1968,7,1.15,1771973.45,1.77,113,62831.75,2025,4,142,14.38760499130732,57,0.3374,0.3058,0.1044
2,3,2024-11-08,3304,5,3,1958,10,1.07,2121669.42,1.73,51,94982.16,2024,11,292,14.56771427035346,66,0.3285,0.3058,0.1019
0,18,2020-12-08,2006,2,1,2017,8,0.86,644479.82,2.75,13,1476.93,2020,12,1723,13.376200341415066,3,0.3341,0.6942,0.6942
2,24,2018-03-04,3696,4,2,1952,6,1.01,2202821.06,2.55,65,64420.99,2018,3,2733,14.605249850847285,66,0.3285,0.3058,0.0995
2,6,2024-08-22,1321,1,1,1983,9,1.11,957387.79,1.52,49,1212.69,2024,8,370,13.771964847077346,41,0.3374,0.6942,0.6942
2,6,2023-12-09,3451,5,2,2012,5,1.09,2643876.36,1.86,92,4098.01,2023,12,627,14.787757094611667,11,0.3374,0.6942,0.6942
0,15,2024-05-26,3079,1,1,1964,1,1.11,1709127.4,2.85,64,59561.57,2024,5,458,14.351494090931425,60,0.3285,0.3058,0.1019
1,0,2020-09-05,2682,1,1,2004,7,0.87,1576626.78,1.34,107,1760.57,2020,9,1817,14.270798807648069,16,0.3374,0.6942,0.6942
2,9,2018-11-26,1028,1,1,1980,7,0.99,598478.66,1.21,134,603.47,2018,11,2466,13.302147818440258,38,0.3374,0.6942,0.6942
1,23,2024-12-31,1752,1,1,2023,5,1.06,1019100.36,1.58,36,1341.82,2024,12,239,13.834431777326737,1,0.3285,0.6942,0.6942
2,6,2021-08-26,3362,2,2,2018,2,1.1,1541487.88,1.75,131,2248.0,2021,8,1462,14.248259312529484,3,0.3374,0.6942,0.6942
0,15,2018-01-02,1800,4,4,2006,2,0.99,696306.9,1.11,169,644.08,2018,1,2794,13.453547226550608,12,0.3341,0.6942,0.6942
1,8,2022-09-11,1521,2,1,1975,10,1.07,998945.56,2.25,38,1873.02,2022,9,1081,13.814456562706368,47,0.3374,0.6942,0.6942
0,11,2021-09-06,613,3,3,1968,3,1.09,269155.42,1.04,117,233.27,2021,9,1451,12.503047976574775,53,0.3285,0.6942,0.6942
2,9,2022-04-04,1758,1,1,2017,2,1.11,898372.95,2.95,158,2208.5,2022,4,1241,13.708341685993103,5,0.3341,0.6942,0.6942
